Ngày,KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),Tổng KL ròng (CP)
09/14/2017,"-82.912.747,00","-4.140.000,00","-57.593.600,00","-9.037.250,00","-144.599.487,00"
09/13/2017,"-52.741.025,00","-3.400.000,00","-77.134.000,00","-3.658.050,00","-83.143.664,00"
09/12/2017,"-57.509.973,00","-7.279.997,00","-91.760.066,00","-7.862.200,00","-218.329.502,00"
09/11/2017,"22.318.143,00","426.500,00","136.500,00","-1.247.230,00","-87.224.797,00"
09/08/2017,"6.004.336,00","1.495.500,00","24.578.775,00","-1.177.830,00","-8.234.503,00"
09/07/2017,"-18.510.507,00","205.336,00","16.610.124,00","-2.872.310,00","-83.086.563,00"
09/06/2017,"-1.457.815,00","904.820,00","71.061.242,00","62.220,00","8.572.234,00"
09/05/2017,"-31.045.309,00","-26.500,00","-2.157.300,00","1.366.600,00","48.438.753,00"
09/01/2017,"5.844.052,00","587.520,00","-8.849.320,00","833.920,00","91.881.324,00"
08/31/2017,"-72.424.689,00","-660.000,00","-28.363.500,00","-1.193.690,00","31.762.784,00"
08/30/2017,"-105.604.251,00","-1.819.600,00","-24.933.610,00","162.770,00","61.569.204,00"
08/29/2017,"-147.633.377,00","-1.770.000,00","-30.604.300,00","-4.957.860,00","-103.604.143,00"
08/28/2017,"-31.526,00","11.620,00","-10.463.597,00","893.910,00","71.206.215,00"
08/25/2017,"275.175.059,00","-345.000,00","-13.253.800,00","-1.063.000,00","12.255.966,00"
08/24/2017,"96.566.690,00","223.360,00","-4.565.701,00","-3.646.000,00","-25.334.356,00"
08/23/2017,"-3.146.210,00","-418.110,00","-20.454.561,00","-2.411.030,00","24.143.473,00"
08/22/2017,"24.747.508,00","1.066.000,00","30.553.150,00","2.845.780,00","42.397.374,00"
08/21/2017,"10.254.935,00","-6.560.249,00","-93.861.210,00","-2.729.710,00","-75.210.863,00"
08/18/2017,"96.716.683,00","-20.933.365,00","-213.609.431,00","-1.659.900,00","-31.327.460,00"
08/17/2017,"-586.591.317,00","221.000,00","-22.779.500,00","35.005.450,00","1.426.024.370,00"
08/16/2017,"-36.494.685,00","1.599.663,00","32.229.670,00","-1.149.550,00","1.397.874,00"
08/15/2017,"37.498.559,00","98.650,00","4.429.625,00","-1.426.920,00","-47.529.960,00"
08/14/2017,"-31.820.514,00","1.671.638,00","-63.345.446,00","459.790,00","60.445.985,00"
08/11/2017,"37.856.382,00","-1.280.004,00","-24.552.590,00","1.328.450,00","44.827.083,00"
08/10/2017,"30.940.302,00","460.100,00","10.847.025,00","1.184.300,00","49.460.300,00"
08/09/2017,"66.667.146,00","-40.000,00","4.453.550,00","50.750,00","-44.607.644,00"
08/08/2017,"-84.313.593,00","-2.804.650,00","-71.047.735,00","2.896.140,00","68.296.508,00"
08/07/2017,"-114.959.707,00","-1.300.000,00","-29.120.000,00","1.696.710,00","58.584.604,00"
08/04/2017,"-21.756.971,00","-470.000,00","-20.369.000,00","1.314.790,00","31.539.544,00"
08/03/2017,"-29.129.770,00","-1.270.000,00","-39.441.500,00","926.770,00","72.198.993,00"
08/02/2017,"-6.136.412,00","-21.500.000,00","-311.782.000,00","-901.140,00","31.682.970,00"
08/01/2017,"-46.236.547,00","-678.000,00","-29.295.000,00","-33.710,00","32.945.813,00"
07/31/2017,"24.700.787,00","-1.340.000,00","-16.595.500,00","3.888.810,00","124.174.420,00"
07/28/2017,"-34.453.707,00","650.000,00","38.165.000,00","637.130,00","32.536.340,00"
07/27/2017,"-30.261.348,00","-1.565.000,00","-18.781.400,00","-272.880,00","22.020.369,00"
07/26/2017,"1.722.429,00","-1.847.146,00","-41.089.122,00","-511.360,00","-31.126.225,00"
07/25/2017,"-7.751.236,00","7.583.410,00","137.855.902,00","-410.840,00","-15.300.532,00"
07/24/2017,"57.215.679,00","-4.285.000,00","-64.019.700,00","4.224.810,00","101.469.786,00"
07/21/2017,"-63.204.081,00","-7.296.710,00","-82.325.362,00","-508.550,00","-13.969.492,00"
07/20/2017,"-19.763.016,00","-2.170.000,00","-28.505.100,00","-2.776.440,00","-6.871.089,00"
07/19/2017,"74.655.552,00","-888.120,00","-6.610.766,00","-1.535.170,00","-33.044.226,00"
07/18/2017,"48.778.235,00","-981.490,00","-19.202.350,00","-1.173.450,00","8.200.664,00"
07/17/2017,"116.075.687,00","-1.370.000,00","-19.394.880,00","-7.646.350,00","-202.053.359,00"
07/14/2017,"43.487.065,00","-3.301.230,00","-44.148.908,00","-3.271.410,00","-85.622.564,00"
07/13/2017,"66.343.210,00","-600.000,00","-6.733.600,00","-462.460,00","-22.424.112,00"
07/12/2017,"108.723.785,00","-4.663.000,00","-45.818.000,00","-242.270,00","-1.133.060,00"
07/11/2017,"55.934.021,00","-4.877.000,00","-56.894.200,00","1.950.820,00","3.721.283,00"
07/10/2017,"79.753.058,00","-2.300.000,00","-29.724.700,00","288.380,00","-19.603.480,00"
07/07/2017,"73.422.552,00","-943.000,00","-11.459.900,00","-123.990,00","4.556.306,00"
07/06/2017,"29.037.748,00","-1.120.000,00","-14.059.000,00","1.503.330,00","120.207.283,00"
07/05/2017,"39.245.415,00","-602.090,00","1.355.299,00","-790.810,00","-19.866.265,00"
07/04/2017,"40.439.074,00","-11.876.060,00","-56.721.855,00","233.640,00","-38.476.424,00"
07/03/2017,"16.851.074,00","-1.188.596,00","-36.946.470,00","2.206.590,00","68.515.462,00"
06/30/2017,"38.111.175,00","-1.499.703,00","-89.363.019,00","5.173.570,00","203.221.102,00"
06/29/2017,"48.411.511,00","5.335.000,00","65.706.000,00","1.903.710,00","58.479.111,00"
06/28/2017,"17.043.286,00","-137.470,00","54.444.987,00","3.117.510,00","85.486.281,00"
06/27/2017,"-295.831,00","1.320.000,00","25.253.800,00","2.750.310,00","102.861.813,00"
06/26/2017,"2.166.631,00","803.202,00","8.487.856,00","-139.100,00","56.103.871,00"
06/23/2017,"11.022.467,00","-1.625.900,00","-50.155.995,00","1.083.660,00","74.285.012,00"
06/22/2017,"-64.540.700,00","-7.813.580,00","-78.924.303,00","-205.360,00","1.669.619,00"
06/21/2017,"22.311.148,00","-1.177.390,00","-86.973.402,00","84.710,00","3.211.813,00"
06/20/2017,"41.166.689,00","8.358.334,00","103.960.758,00","3.065.750,00","50.408.103,00"
06/19/2017,"-66.749.379,00","-2.976.800,00","-16.238.220,00","-3.907.340,00","-69.039.883,00"
06/16/2017,"93.063.337,00","1.104.616,00","44.913.112,00","-27.959.050,00","-654.582.342,00"
06/15/2017,"-59.047.376,00","-1.490.740,00","-2.059.930,00","6.159.650,00","214.599.567,00"
06/14/2017,"8.198.765,00","468.875,00","40.304.706,00","6.604.630,00","203.378.288,00"
06/13/2017,"487.100,00","-2.229.020,00","-38.032.681,00","661.660,00","-11.624.152,00"
06/12/2017,"-33.265.021,00","-5.075.000,00","-127.247.050,00","88.330,00","-24.076.122,00"
06/09/2017,"-48.726.314,00","-166.700,00","24.737.270,00","1.153.580,00","19.608.430,00"
06/08/2017,"-128.930.666,00","-54.075.708,00","-686.001.564,00","-441.500,00","30.890.165,00"
06/07/2017,"-19.188.558,00","-4.625.215,00","-27.226.467,00","-420.900,00","15.761.937,00"
06/06/2017,"26.668.607,00","8.350,00","-11.699.395,00","4.238.130,00","147.632.229,00"
06/05/2017,"-37.884.691,00","7.126.429,00","113.826.064,00","-922.800,00","34.304.251,00"
06/02/2017,"-64.077.276,00","-1.600.000,00","-18.867.200,00","869.050,00","24.980.575,00"
06/01/2017,"-86.035.749,00","131.360,00","5.652.989,00","1.335.000,00","43.163.159,00"
05/31/2017,"-66.899.777,00","245.330,00","7.542.356,00","825.280,00","7.405.180,00"
05/30/2017,"-154.916.909,00","-434.000,00","-18.398.100,00","915.130,00","13.897.297,00"
05/29/2017,"17.540.918,00","187.000,00","5.096.300,00","736.980,00","19.569.770,00"
05/26/2017,"3.660.894,00","0,00","0,00","1.406.530,00","44.616.135,00"
05/25/2017,"39.373.653,00","-1.616.620,00","-33.467.572,00","-773.470,00","-40.789.068,00"
05/24/2017,"59.237.440,00","-1.910.000,00","-4.000.500,00","-891.650,00","4.174.857,00"
05/23/2017,"-83.710.787,00","0,00","0,00","2.823.170,00","71.303.675,00"
05/22/2017,"-40.492.703,00","-7.835.380,00","-79.380.435,00","4.725.310,00","158.066.908,00"
05/19/2017,"4.003.118,00","-77.470,00","-2.224.672,00","132.430,00","61.143.258,00"
05/18/2017,"41.402.885,00","455.410,00","10.493.880,00","-255.980,00","10.060.787,00"
05/17/2017,"-70.789.007,00","-71.000,00","-223.000,00","1.356.320,00","111.779.211,00"
05/16/2017,"22.364.316,00","-515.000,00","-4.882.750,00","-3.098.190,00","-92.628.936,00"
05/15/2017,"18.065.977,00","-724.000,00","-42.994.750,00","-2.797.690,00","-45.308.353,00"
05/12/2017,"-38.427.537,00","885.000,00","4.494.750,00","-2.071.020,00","-36.850.112,00"
05/11/2017,"-21.469.855,00","6.030.150,00","21.207.372,00","-165.860,00","20.418.133,00"
05/10/2017,"-25.557.903,00","-1.427.240,00","-5.998.494,00","-639.380,00","-24.567.778,00"
05/09/2017,"-2.971.249,00","-2.710.400,00","-39.319.000,00","-3.954.250,00","-79.648.661,00"
05/08/2017,"8.281.178,00","-671.000,00","-18.445.400,00","-648.160,00","4.887.632,00"
05/05/2017,"8.677.644,00","-980.000,00","-10.426.500,00","-1.954.180,00","-49.931.615,00"
05/04/2017,"-71.743.445,00","288.075,00","5.559.848,00","441.280,00","-45.031.523,00"
05/03/2017,"-89.985.432,00","80.000,00","626.400,00","752.040,00","38.965.984,00"
04/28/2017,"57.615.716,00","184.150,00","2.715.095,00","-4.072.660,00","-40.604.621,00"
04/27/2017,"-9.686.102,00","-1.854.401,00","-80.024.385,00","-1.164.900,00","37.553.270,00"
04/26/2017,"7.361.293,00","843.930,00","3.006.162,00","-370.320,00","15.317.911,00"
04/25/2017,"60.047.715,00","-5.403.700,00","-83.736.470,00","669.570,00","48.352.264,00"
04/24/2017,"42.878.511,00","1.812.980,00","9.921.879,00","-825.840,00","51.279.262,00"
04/21/2017,"33.349.392,00","730.090,00","8.159.235,00","9.195.920,00","102.394.745,00"
04/20/2017,"17.443.777,00","-113.500,00","-3.435.000,00","-5.167.510,00","-49.013.531,00"
04/19/2017,"-28.776.622,00","10.000,00","842.200,00","1.729.300,00","97.097.169,00"
04/18/2017,"5.413.980,00","-4.375.000,00","-55.194.150,00","7.593.230,00","227.572.130,00"
04/17/2017,"76.682.207,00","-370.000,00","-3.941.500,00","1.236.760,00","98.532.981,00"
04/14/2017,"66.184.190,00","3.920.000,00","9.032.600,00","257.690,00","22.684.171,00"
04/13/2017,"-2.903.191,00","-4.430.000,00","-82.385.300,00","3.457.710,00","160.380.485,00"
04/12/2017,"-37.373.187,00","-18.316.748,00","-163.523.607,00","5.490.160,00","176.470.202,00"
04/11/2017,"-44.420.860,00","-111.270,00","-12.629.946,00","7.117.460,00","228.634.079,00"
04/10/2017,"-15.519.636,00","0,00","-12.092.500,00","5.330.290,00","207.108.739,00"
04/07/2017,"-36.339.715,00","-130.000,00","-4.815.100,00","4.782.420,00","206.479.154,00"
04/05/2017,"-58.011.170,00","30.000,00","269.700,00","957.170,00","24.454.194,00"
04/04/2017,"-16.718.400,00","-573.410,00","-6.437.002,00","2.001.340,00","220.804.432,00"
04/03/2017,"-7.135.612,00","-623.380,00","412.042,00","-1.261.110,00","23.245.959,00"
03/31/2017,"-21.608.555,00","-2.110.000,00","-55.158.300,00","282.450,00","74.471.557,00"
03/30/2017,"-52.348.318,00","-3.310,00","-16.004.320,00","2.015.360,00","163.484.240,00"
03/29/2017,"1.194.419,00","299.614,00","86.477.404,00","434.410,00","135.968.954,00"
03/28/2017,"-111.990.877,00","-8.907.285,00","-101.056.215,00","-344.060,00","42.505.806,00"
03/27/2017,"-72.991.143,00","-4.126.390,00","-20.848.950,00","3.152.940,00","120.568.041,00"
03/24/2017,"-66.395.255,00","-1.921.470,00","-58.737.636,00","267.590,00","153.305.640,00"
03/23/2017,"-3.579.858,00","2.577.530,00","4.497.223,00","3.405.400,00","314.831.091,00"
03/22/2017,"16.066.792,00","-690.000,00","-31.740.000,00","-3.259.320,00","17.801.546,00"
03/21/2017,"-4.981.800,00","-16.395.544,00","-262.868.860,00","-993.540,00","59.215.348,00"
03/20/2017,"-53.521.125,00","-1.050.373,00","-12.919.588,00","-123.270,00","69.033.859,00"
03/17/2017,"50.858.426,00","-300.000,00","-6.187.800,00","-66.539.390,00","-815.602.376,00"
03/16/2017,"-38.210.560,00","355.000,00","4.686.900,00","-3.723.620,00","-23.744.389,00"
03/15/2017,"-23.003.604,00","-2.536.960,00","-61.473.664,00","-1.459.540,00","39.885.817,00"
03/14/2017,"43.803.119,00","-30.000,00","-3.900.000,00","74.640,00","31.918.861,00"
03/13/2017,"-32.233.720,00","-1.916.180,00","-57.920.900,00","-158.790,00","15.294.895,00"
03/10/2017,"-10.041.266,00","720.000,00","14.436.400,00","-3.908.230,00","-67.119.612,00"
03/09/2017,"101.416.753,00","0,00","0,00","-971.940,00","42.093.975,00"
03/08/2017,"28.385.712,00","-6.900.000,00","-138.200.000,00","-2.058.220,00","-29.498.179,00"
03/07/2017,"-8.302.901,00","-5.100.000,00","-116.593.500,00","1.075.120,00","-42.797.386,00"
03/06/2017,"-53.049.886,00","-312.840,00","-7.450.856,00","-1.304.640,00","-11.842.150,00"
03/03/2017,"-19.405.025,00","-205.000,00","-10.137.500,00","284.280,00","9.839.560,00"
03/02/2017,"-6.122.088,00","-2.498.164,00","-50.275.782,00","-1.298.420,00","-10.636.229,00"
03/01/2017,"58.727.083,00","-800.000,00","-25.542.050,00","-3.687.800,00","-35.664.753,00"
02/28/2017,"19.086.385,00","-3.263.473,00","-54.291.819,00","-1.749.940,00","-85.381.373,00"
02/27/2017,"-2.283.773,00","-100.000,00","-2.230.000,00","-3.731.940,00","-95.890.840,00"
02/24/2017,"-61.970.273,00","0,00","0,00","834.930,00","55.216.763,00"
02/23/2017,"-4.128.456,00","3.604.002,00","113.213.279,00","-1.724.620,00","-52.830.669,00"
02/22/2017,"83.420.613,00","1.220.008,00","19.816.262,00","-657.940,00","-40.835.407,00"
02/21/2017,"-16.666.047,00","990.000,00","35.487.700,00","3.701.590,00","101.752.548,00"
02/20/2017,"-67.813.059,00","-295.000,00","-10.927.500,00","5.290.470,00","91.942.568,00"
02/17/2017,"-25.815.066,00","-3.478.681,00","-86.772.063,00","-1.826.330,00","-54.761.517,00"
02/16/2017,"-1.414.471,00","-540.000,00","-16.254.000,00","4.029.940,00","150.448.378,00"
02/15/2017,"-15.971.134,00","-500.000,00","-8.580.000,00","46.880,00","74.794.939,00"
02/14/2017,"-6.958.741,00","0,00","0,00","-1.260.620,00","-17.036.633,00"
02/13/2017,"-34.760.001,00","0,00","0,00","-1.198.610,00","17.830.330,00"
02/10/2017,"-22.282.103,00","-1.418.240,00","-20.436.168,00","-3.309.450,00","-32.121.891,00"
02/09/2017,"-40.720.319,00","-220.000,00","-10.580.000,00","-1.590.600,00","-17.946.160,00"
02/08/2017,"-39.205.938,00","-16.325.830,00","-23.745.500,00","-2.092.140,00","-11.663.628,00"
02/07/2017,"-54.282.813,00","204.460,00","17.462.240,00","-3.042.750,00","-12.035.667,00"
02/06/2017,"-6.248.433,00","-520.890,00","-15.125.170,00","-3.956.470,00","-9.403.857,00"
02/03/2017,"-9.177.209,00","-100.000,00","-2.000.000,00","-6.418.070,00","-21.334.190,00"
02/02/2017,"12.311.657,00","-1.026.950,00","-11.775.020,00","-3.015.780,00","-6.329.352,00"
01/25/2017,"-6.068.068,00","-255.000,00","-4.263.450,00","-1.112.150,00","53.296.506,00"
01/24/2017,"39.115.647,00","-1.000.000,00","-129.000.000,00","-1.686.490,00","-3.258.451,00"
01/23/2017,"32.677.514,00","-23.158,00","2.010.123,00","-1.452.310,00","-6.554.906,00"
01/20/2017,"58.221.820,00","213.940,00","-7.651.220,00","2.103.130,00","119.369.919,00"
01/19/2017,"39.068.349,00","980.600,00","29.632.750,00","-5.926.090,00","-127.227.304,00"
01/18/2017,"13.308.392,00","-30.000,00","-138.600,00","-2.075.040,00","-26.911.474,00"
01/17/2017,"29.045.853,00","-21.980,00","19.678.255,00","-4.071.520,00","-94.095.768,00"
01/16/2017,"16.896.577,00","-314.000,00","-4.166.600,00","-1.734.710,00","6.047.649,00"
01/13/2017,"23.714.791,00","117.810,00","-10.887.855,00","-365.600,00","-900.813,00"
01/12/2017,"28.051.868,00","-1.350.000,00","-19.620.000,00","-3.311.300,00","-98.468.118,00"
01/11/2017,"36.656.632,00","271.051,00","-354.175,00","-732.580,00","-13.366.676,00"
01/10/2017,"32.726.862,00","-2.628.312,00","-23.971.661,00","-2.196.320,00","-26.876.388,00"
01/09/2017,"44.774.606,00","-420.000,00","4.845.000,00","13.090,00","33.732.409,00"
01/06/2017,"61.554.421,00","60.000,00","1.725.000,00","-1.720.450,00","2.200.910,00"
01/05/2017,"30.468.919,00","276.986,00","21.837.078,00","-103.390,00","18.719.144,00"
01/04/2017,"18.884.310,00","2.949.104,00","69.878.021,00","3.081.930,00","89.148.837,00"
01/03/2017,"80.559.837,00","1.868.486,00","46.461.921,00","-378.990,00","-3.451.261,00"
12/30/2016,"-12.001.934,00","-3.061.569,00","-405.368.956,00","-566.050,00","-48.086.112,00"
12/29/2016,"-6.316.727,00","-71.000,00","3.436.100,00","-1.332.640,00","-60.903.475,00"
12/28/2016,"-18.347.244,00","-578.822,00","-32.235.137,00","-3.300.520,00","-98.695.948,00"
12/27/2016,"-162.923.512,00","-5.691.485,00","-145.018.130,00","950.020,00","69.429.483,00"
12/26/2016,"3.363.888,00","770.720,00","-18.957.021,00","1.611.570,00","31.123.905,00"
12/23/2016,"31.316.663,00","1.461.436,00","100.244.940,00","-1.493.420,00","16.079.990,00"
12/22/2016,"7.257.539,00","-1.848.420,00","-28.520.762,00","-782.200,00","-60.910.588,00"
12/21/2016,"20.913.181,00","-1.678.630,00","-12.193.379,00","-2.322.930,00","-72.540.359,00"
12/20/2016,"20.166.930,00","-290.000,00","-7.282.000,00","-3.907.700,00","-209.830.220,00"
12/19/2016,"2.683.895,00","-850.220,00","28.242.980,00","-1.328.040,00","-37.997.803,00"
12/16/2016,"95.637.191,00","-3.685.940,00","-89.757.964,00","-41.164.520,00","-319.559.950,00"
12/15/2016,"3.394.000,00","7.720.000,00","160.559.400,00","-3.343.320,00","-62.466.784,00"
12/14/2016,"46.676.687,00","-5.854.480,00","-83.342.458,00","-6.057.420,00","-57.959.699,00"
12/13/2016,"11.062.895,00","-12.700,00","29.814.000,00","-4.157.080,00","-20.887.411,00"
12/12/2016,"17.585.824,00","-1.442.364,00","-29.067.482,00","-2.359.760,00","92.583.260,00"
12/09/2016,"17.921.258,00","2.870.000,00","80.248.700,00","-3.284.310,00","-154.789.989,00"
12/08/2016,"38.286.556,00","14.219.790,00","289.513.011,00","186.600,00","-197.428.185,00"
12/07/2016,"657.519,00","-4.173.000,00","-70.656.100,00","-3.560.100,00","-171.167.706,00"
12/06/2016,"16.868.867,00","32.632,00","1.207.384,00","-7.043.530,00","-186.829.090,00"
12/05/2016,"-15.618.222,00","-9.271.240,00","-120.204.279,00","-3.564.630,00","-42.555.882,00"
12/02/2016,"3.839.460,00","469.080,00","50.379.726,00","-5.672.150,00","-165.554.025,00"
12/01/2016,"6.070.303,00","-1.415.950,00","-32.213.195,00","-6.034.050,00","-194.217.857,00"
11/30/2016,"-7.807.409,00","-30.298.522,00","-143.554.147,00","-7.843.050,00","-264.201.726,00"
11/29/2016,"42.707.582,00","0,00","0,00","-10.058.380,00","-266.905.079,00"
11/28/2016,"62.688.867,00","-95.570,00","-1.142.062,00","-12.082.490,00","-399.819.961,00"
11/25/2016,"29.658.882,00","893.634,00","13.242.316,00","-6.055.770,00","-319.788.293,00"
11/24/2016,"18.976.705,00","100.000,00","2.950.000,00","-3.129.720,00","-222.153.045,00"
11/23/2016,"-8.650.945,00","1.159.020,00","21.140.486,00","-241.710,00","-70.168.520,00"
11/22/2016,"-30.885.184,00","0,00","0,00","-2.701.590,00","-100.444.324,00"
11/21/2016,"-132.254,00","408.000,00","61.904.500,00","-3.553.690,00","-82.918.109,00"
11/18/2016,"26.625.929,00","1.185.000,00","23.622.500,00","-4.974.660,00","-173.915.304,00"
11/17/2016,"-36.246.514,00","5.720,00","-3.024.711,00","-8.035.110,00","-87.195.813,00"
11/16/2016,"-5.175.162,00","40.180,00","9.992.897,00","-1.956.910,00","565.855,00"
11/15/2016,"-10.400.999,00","-517.400,00","-3.412.448,00","-3.150.710,00","-152.529.800,00"
11/14/2016,"11.782.188,00","-815.661,00","-9.919.218,00","-13.216.430,00","-287.959.363,00"
11/11/2016,"5.279.860,00","1.864.500,00","44.446.600,00","-3.817.240,00","-78.308.617,00"
11/10/2016,"-22.319.837,00","-3.137.980,00","-28.634.313,00","-3.981.950,00","-98.309.530,00"
11/09/2016,"-20.180.513,00","-1.687.900,00","-8.615.003,00","1.121.580,00","103.980.552,00"
11/08/2016,"-10.661.972,00","-5.381.560,00","-32.952.657,00","1.273.160,00","54.532.039,00"
11/07/2016,"-27.359.311,00","-7.956.000,00","-44.757.660,00","1.379.950,00","-21.676.761,00"
11/04/2016,"27.263.834,00","-3.666.000,00","-19.979.700,00","145.670,00","18.360.492,00"
11/03/2016,"136.848.025,00","-3.372.160,00","-4.861.702,00","793.640,00","61.853.900,00"
11/02/2016,"20.440.967,00","-4.293.920,00","-89.247.536,00","-4.917.070,00","-26.030.654,00"
11/01/2016,"706.496,00","-460.000,00","-3.309.000,00","-24.190,00","18.655.859,00"
10/31/2016,"-1.054.498,00","1.380.000,00","26.606.000,00","-3.793.580,00","-3.681.004,00"
10/28/2016,"-6.425.453,00","-1.749.610,00","-28.085.176,00","267.090,00","68.448.893,00"
10/27/2016,"-20.811.429,00","-434.090,00","1.896.003,00","-1.844.310,00","-19.434.649,00"
10/26/2016,"10.049.430,00","75.040,00","8.188.984,00","-604.830,00","11.954.628,00"
10/25/2016,"23.538.444,00","890.449,00","46.260.295,00","-3.612.700,00","-10.237.426,00"
10/24/2016,"36.278.879,00","-1.911.169,00","266.319.733,00","803.160,00","-36.536.439,00"
10/21/2016,"-9.226.534,00","344.820,00","26.491.512,00","-567.460,00","-22.653.636,00"
